1,100,no,TRUE STORY,-,"John Hersey wrote about 6 survivors of an August 6, 1945 explosion in this title city",Hiroshima,2001-09-03,-
1,200,no,TRUE STORY,-,"In ""Duty First"", alum Ed Ruggero calls this military academy ""America's premier leadership school\""",West Point,2001-09-03,-
1,300,no,TRUE STORY,-,"Dr. Jerri Nielsen gives her account of discovering that she had breast cancer while ""ice bound"" here",the South Pole,2001-09-03,-
1,400,no,TRUE STORY,-,"This gonzo journalist tells the ""Strange and Terrible Saga"" of flying with angels--Hell's Angels",Hunter Thompson,2001-09-03,-
1,500,no,TRUE STORY,-,"\""Into Thin Air"" is his account of scaling Everest & the tragedy that befell others around him",Jon Krakauer,2001-09-03,-
1,100,no,OSCAR-WINNING ROLES,(Alex: We want you to name the actor in...),Mary Poppins,Julie Andrews,2001-09-03,-
1,200,no,OSCAR-WINNING ROLES,(Alex: We want you to name the actor in...),Rooster Cogburn,John Wayne,2001-09-03,-
1,300,no,OSCAR-WINNING ROLES,(Alex: We want you to name the actor in...),Loretta Lynn,Sissy Spacek,2001-09-03,-
1,400,no,OSCAR-WINNING ROLES,(Alex: We want you to name the actor in...),U.S. Marshal Sam Gerard,Tommy Lee Jones,2001-09-03,-
1,500,no,OSCAR-WINNING ROLES,(Alex: We want you to name the actor in...),Mexican cop Javier Rodriguez Rodriguez,Benicio Del Toro,2001-09-03,-
1,100,no,THEY HAVE HOOVES,-,One variety of the white-tailed species of this weighs only 50-75 pounds & lives in the Florida Keys,deer,2001-09-03,-
1,200,no,THEY HAVE HOOVES,-,This wild African pig has 2 pairs of tusks that may reach a length of 24 inches,the warthog,2001-09-03,-
1,300,no,THEY HAVE HOOVES,-,"Despite its large size, this wild ox of Tibet is quite agile & can swim swift rivers",the yak,2001-09-03,-
1,400,no,THEY HAVE HOOVES,-,"It's estimated that fewer than 1,000 members of the Bactrian species of this exist in the world, all in Mongolia & China",the camel,2001-09-03,-
1,500,no,THEY HAVE HOOVES,-,"The soft, pliant leather from this cud-chewing goat is used as a polishing cloth & to make shirts",a chamois,2001-09-03,-
1,100,no,DANCES,-,"Technically, a bubble dance is done with these props, not bubbles",balloons,2001-09-03,-
1,200,no,DANCES,-,Back-bending dance that's neither heaven nor hell,the limbo,2001-09-03,-
1,300,no,DANCES,-,A Carioca is a resident of Rio & also a ballroom version of this dance,the samba,2001-09-03,-
1,400,no,DANCES,-,"It's a lively Spanish-American dance, or a ""Grim"" computer game from Lucas Arts",fandango,2001-09-03,-
1,500,no,DANCES,-,"An old French dance from a German folk dance, or a square dance move",allemande,2001-09-03,-
1,100,no,RHYME TIME,-,"Mus musculus, this grayish-brown rodent lives in or near domiciles",a house mouse,2001-09-03,-
1,200,no,RHYME TIME,-,Abbreviated term for the genre that includes Isaac Asimov & Ursula K. Le Guin,sci-fi,2001-09-03,-
1,400,yes,RHYME TIME,-,Restaurateur Trader Vic created this rum & curacao cocktail,a mai tai,2001-09-03,-
1,400,no,RHYME TIME,-,"The title of hits by Madonna & Tommy James & The Shondells, it's slang for naughty behavior",hanky panky,2001-09-03,-
1,500,no,RHYME TIME,-,This hyphenated term means haphazard or disorganized,willy-nilly,2001-09-03,-
2,200,no,TRU STORY,-,"Truman Capote was born on September 30, 1924 in this Southern city",New Orleans,2001-09-03,-
2,400,no,TRU STORY,-,This book about the murder of a farm family blurred the genres of literature & crime reportage,In Cold Blood,2001-09-03,-
